pid,den,dkw,con,ckw,shr,skw,niqe,piqe,score
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 21}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 3}",12.087654143426732,66.98518263498941,39.53641838920807
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.886333950003246,83.05657850901285,48.47145622950805
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 3}",12.085260667650862,62.45368817647298,37.26947442206192
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 1}",14.791088811815541,75.40666007995605,45.0988744458858
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 3}",11.231369197673933,65.94901072184244,38.590189959758185
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.49966428131363,83.02355257670085,48.26160842900724
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",12.435492373911908,64.18605944315593,38.31077590853392
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 1}",13.953575159797174,77.74051259358724,45.847043876692204
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.05, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 3}",11.597534139306534,66.02315743764241,38.81034578847447
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.934705877546106,81.47887382507324,47.70678985130967
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.3, 'sigma': 3}",12.02493943669675,61.640092341105145,36.83251588890095
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 1}",14.948428543176451,74.24751351674398,44.59797102996021
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.5}",unsharp,"{'alpha': 1.7, 'sigma': 3}",11.155064838160573,65.64867610931397,38.40187047373727
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 1}",13.660663347079769,82.34403521219889,48.00234927963933
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.3, 'sigma': 3}",12.347233280228382,62.98214225769043,37.6646877689594
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 1}",14.414478566467197,76.4481383641561,45.431308465311645
P16,fast_nlm,"{'h': 15, 'template': 7, 'search': 31}",percentile,"{'lo': 0.1, 'hi': 99.9}",unsharp,"{'alpha': 1.7, 'sigma': 3}",11.472107839932532,65.99456469217937,38.73333626605595
